url,content
https://cs.du.ac.in/,department of computer science university of delhi  classcurrentmenuitemhomehod messagefacultystaffinfrastructurecommitteesprogrammesphd computer sciencemcamsc computer sciencebsc h computer scienceug programmes syllabiugcf2022 under nepguidelinesadmissionsphd computer sciencemcamsc computer scienceexaminationphd computer sciencemcamsc computer scienceobemarch2022dec2021june2021march2021dec2020researchresearch areaslist of phd supervisorspublicationsresearch grants and projectsugc approved journalsstudentsnoticeboardscholarshipsmentorsspoken tutorialsducs coding clubsducs codechef chapterducs google developer student clubducs alexa developersstudent activitiesachievementstechnical festsresearch papershackathonssrijanplacementteambrochureour recruitersalumnistudent achievement formamenitieshostelsmedical facilitiescomputer centrecentral placement cellcentral science libraryeventsconferencecompute2021workshopssankalangreen practicessocial activitiesnational events202324independance day2023202223independance day2022202122national science day2021independance day2021gandhi jayanti celebration2021expert talksdiscussion by research scholarscontact us previousnext123456789 welcome to the department of computer science at university of delhi the department of computer science was established in the year 1981 with the objective of imparting quality education in the field of computer science the department has modern facilities for teaching learning and research the department offers a wide array of research opportunities and programs of study at undergraduate and postgraduate level the department started 3year master of computer applications mca programme in the year 1982 which was among the first such programmes in india the department started 2year msc computer science programme in the year 2004 with the aim to develop core competence in computer science and prepare the students to carry out development work as well as take up challenges in research besides these the department offers doctor of philosophy phd in computer science aimed at producing quality researchers and highimpact interdisciplinary research undergraduate cbcs programmes bsc h computer science bsc physical mathematical sciences and ba programme discipline courses in computer applications are offered by the university of delhi through its constituent colleges with rapidly evolving technology and the continuous need for innovation the department has produced quality professionals holding important positions in the it industry in india and abroad latest news interview schedule for admission to phd programme under the visvesvaraya phd scheme for the academic year 202425 interview notice admission to phd programme under the visvesvaraya phd scheme click here panel for guest faculty for the academic year 202425 click here timetable student corner student grievance formclearance form useful linksuniversity of delhiwus health centreugcdstfist icssrsap cas dbtrtiquick linksdownloads available on du intranet onlydu formsdu academic calenderlist of holidayscontact us department of computer science faculty of mathematical sciences 1st floor new academic block university of delhi delhi 110007 india 911127667591 27667059 officecsduacinmapview larger map website development team site map copyright 2022 university of delhi
https://cs.du.ac.in/programmes/phd/,phd computer science department of computer science university of delhi
https://cs.du.ac.in/programmes/phd/supervisors/,supervisors department of computer science university of delhi   programmes phd supervisors list of phd supervisors research areas useful linksuniversity of delhiwus health centreugcdstfist icssrsap cas dbtrtiquick linksdownloads available on du intranet onlydu formsdu academic calenderlist of holidayscontact us department of computer science faculty of mathematical sciences 1st floor new academic block university of delhi delhi 110007 india 911127667591 27667059 officecsduacinmapview larger map website development team site map copyright 2022 university of delhi
https://cs.du.ac.in/programmes/mca/,mca department of computer science university of delhi   programmes mca master of computer applications the master of computer applications mca programme introduced in the year 1982 has been formulated to provide a unique environment for mastering the various disciplines of computer science and is an attempt to produce complete professionals for the it industry the mca programme is a 3year fulltime course consisting of 6 semesters the last semester is devoted to a professional training project in the industry the curriculum enables mastering the fundamentals of computing and gives an opportunity to gain an indepth knowledge of a broad range of topics the emphasis is on the understanding and ability to apply the principles of computing which make the students well equipped for future work environment handson approach is taken to help students develop expertise under the guidance of erudite teaching staff guest lectures case studies and presentations are organised from time to time to give an insight into the latest development and happenings in the industry electives to supplement the core elective subjects are offered to provide a better understanding of the technology behind the applications of computing laboratory the students are given a thorough exposure of the basic working of a computer through experiments conducted on various digital devices and microprocessors for underpinning their concepts assignments along with the theory courses assignments are given to hone the students analytical and problem solving skills the assignments provide an opportunity for students to apply the knowledge and skills gained in various courses as they synthesize a solution to a significant realistic and practical problem projects presentations while conventional methodologies in terms of classroom learning are important students are provided with considerable exposure to real life situations by way of case studies and projects students work in teams to analyze the problem plan software development and implement a solution students work closely with faculty members and periodically make presentations about the technical work and process issues industry projectsto prepare the students for technical positions in the software industry and to give the necessary handson practical experience the curriculum includes 46 months of professional training in the industry mca syllabus wef 2024 wef 2023 wef 2022 wef july 2019 wef july 2009 wef july 2007 regarding options for open elective courses in pg programmes scheme of exam notification ec resolution no 33 3310 examination scheme click here for mca admission details click here for du pg scholarships
https://cs.du.ac.in/programmes/msc/,404 not found not found the requested url was not found on this server additionally a 404 not found error was encountered while trying to use an errordocument to handle the request
https://cs.du.ac.in/research/publications/,publications department of computer science university of delhi   research publications list of publications journal publications journal publications 2021july 2022 journal publications jan 2021sept 2021 journal publications till 2020 journal publications 20122017 conference publications conference publications jan 2021sept 2021 conference publications till 2020 conference publications 20122017 books books bibliometics bibliometics research areas algorithms prof neelima gupta artificial intelligence prof punam bedi dr harmeet kaur dr archana singhal dr baljeet kaur biometrics cloud computing computational intelligence prof punam bedi prof naveen kumar computer graphics prof sk muttoo dr sk pal computer networks prof punam bedi mr pk hazra crowd sourcing cyber security data mining deep learning image processing information hiding information security prof punam bedi prof sk muttoo dr sk pal intelligent data analysis prof vasudha bhatnagar prof naveen kumar dr sharanjit kaur machine learning multiagent systems network science social network analysis software engineering prof punam bedi dr vibha gaur dr anita goel dr hema banati dr vb singh steganography and steganalysis text analytics theoretical computer science prof neelima gupta dr sangeeta srivastava trust and reputation systems web applications technology enhanced education mooc platforms web intelligence web systems prof punam bedi dr anita goel useful linksuniversity of delhiwus health centreugcdstfist icssrsap cas dbtrtiquick linksdownloads available on du intranet onlydu formsdu academic calenderlist of holidayscontact us department of computer science faculty of mathematical sciences 1st floor new academic block university of delhi delhi 110007 india 911127667591 27667059 officecsduacinmapview larger map website development team site map copyright 2022 university of delhi
https://cs.du.ac.in/students/placement/recruiters/,recruiters department of computer science university of delhi   students placement recruiters our recruiters accolite adobe amazon aricent axtria black lite blackrock chegg ciena coding ninjas cradlepoint cvent daytoday health deutsche bank drishti editorialist yx evalueserve exl service ey fidelity international faircent gemalto grapecity greyorange hashedin hyperdart impetus intellicus infoedge infogain internshala ion trading ivp josh technology group landmark worldwide libsys paytm truminds microsoft morganstanley nagarro national instruments projectyx proptiger quovantis sapient snapdeal stmicrolectronics squadrun thorogood thoughtworks travclan userfacet vectoscalar yamha zillious
https://cs.du.ac.in/research/grants/,research grants and projects department of computer science university of delhi   research research grants and projects research grants and projects research grants and projects 20122017 research guidelines revised guidelines for sponsored research projects for all university departments centers and institutes  interview schedule for admission to phd programme under the visvesvaraya phd scheme for the academic year 202425 interview notice admission to phd programme under the visvesvaraya phd scheme click here panel for guest faculty for the academic year 202425 click here timetable
https://cs.du.ac.in/hod_message/,hod message department of computer science university of delhi   hod message message from the head of the department the department of computer science university of delhi is one of the first university departments in india to offer a threeyear master of computer applications mca programme and twoyear master of science msc in cs programme at the postgraduate level with a strength of more than 50 research scholars the department continually strives to conduct cuttingedge research in all areas across cs our mca programme aims to equip students with the core competence of developing highquality productiongrade software while also cultivating the skillset to keep abreast with the latest stateoftheart technologies the curriculum remains kindred to industry requirements with students spending their final semester at leading technology companies like amazon american express nagarro as well as unicorns like oyo rooms these projects span across the entire spectrum of cs from database systems and computer networks to software engineering and more recently machine learning and deep learning during the project the students get an opportunity to gain experience working closely with an experienced industry mentor and apply what they learn during their first three semesters in the classroom three decades later our mca students are holding high positions in the industry both in india and abroad msc in cs the flagship programme of our department aims at inculcating creative thinking in addition to mastering foundational theoretical concepts and practical skills the focus of this programme is to prepare students to conduct highquality research via a minor and major project in their third and fourth semesters respectively research projects stretch across diverse areas like algorithms parallel computing computer security artificial intelligence computer networks as well as interdisciplinary areas like humancomputer interaction applied machine learning etc a decade later our alumni have gone on to pursue doctoral studies at top universities in india du iisc iits iiits etc us belgium and japan the department is proud to be part of a 1000strongalumninetwork many of whom hold influential positions in the information technology industry and academia at both national and international levels we look forward to having talented students researchers academicians and professionals join us and augment the healthy and competitive learning atmosphere we have on campus vivek singh latest news interview schedule for admission to phd programme under the visvesvaraya phd scheme for the academic year 202425 interview notice admission to phd programme under the visvesvaraya phd scheme click here panel for guest faculty for the academic year 202425 click here timetable student corner student grievance formclearance form useful linksuniversity of delhiwus health centreugcdstfist icssrsap cas dbtrtiquick linksdownloads available on du intranet onlydu formsdu academic calenderlist of holidayscontact us department of computer science faculty of mathematical sciences 1st floor new academic block university of delhi delhi 110007 india 911127667591 27667059 officecsduacinmapview larger map website development team site map copyright 2022 university of delhi
https://cs.du.ac.in/faculty,faculty department of computer science university of delhi   faculty faculty vivek singh professor head of the department dean faculty of mathematical sciences 01127667591 extn 101 vivekcsduacin vivekks12gmailcom webpage vivek singh naveen kumar professor mtech cs iit delhi phd iit delhi 01127667591 extn 106 nkumarcsduacin nkcsdugmailcom webpage httppeopleduacinnk neelima gupta professor mtech ca iit delhi phdcse iit delhi 01127667591 extn 103 nguptacsduacin nguptacsdugmailcom webpage httppeopleduacinngupta punam bedi senior professor mtech cs iit delhi phd university of delhi 01127667591 extn 108 pbedicsduacin punambedigmailcom webpage httppeopleduacinpbedi vasudha bhatnagar professor mca university of delhi phd jamia milia islamia 01127667591 extn 107 vasudhabhatnagargmailcom webpage httppeopleduacinvbhatnagar dilip senapati associate professor mtech cs jawaharlal nehru university jnu phd cs jawaharlal nehru university jnu 01127667591 dsenapaticsduacin senapatidillipgmailcom webpagehttppeopleduacindsenapati om pal associate professor be cse dr br ambedkar university agra mbaoperation management ignou ms by researchcryptography iit bombay phdcyber security jamia milia islamia 01127667591 opalcsduacin ompalcdacgmailcom webpagehttppeopleduacinompal mantosh biswas associate professor btech cse wbut mtech cse nit durgapur phdcse iit ism dhanbad 01127667591 extn 106 mbiswascsduacin mantoshbgmailcom mantoshbiswasnitkkracin webpage httpspeoplesamartheduinindexphpprofileuserindexdulzomantosh vikas kumar assistant professor phd university of hyderabad mca pondicherry university puducherry 01127667591 extn 104 vikascsduacin vikas007bcagmailcom webpage httppeopleduacinvkumar1 bharti assistant professor phd mtech jawaharlal nehru university jnu mca ggsipu delhi 01127667591 extn 105 bharticsduacin bhartiranajnugmailcom webpage httppeopleduacinbharti ankit rajpal assistant professor phd university of delhi msc computer science university of delhi 01127667591 extn 105 arajpalcsduacin ankitcsdugmailcom webpage httppeopleduacinarajpal kuldeep singh assistant professor phd cse iit bhu varanasi mtech cse gjust hisar 01127667591 extn 102 ksinghcsduacin yogendra meena assistant professor phd mtech mca jawaharlal nehru university jnu 01127667591 extn 102 yogendracsduacin yogendrajnu08gmailcom reena kasana assistant professor phd mtech jawaharlal nehru university jnu mscinformatics university of delhi 01127667591 rkasanacsduacin reena18jnugmailcom retired faculty kd sharma professor service duration june 1985 to april 1997 kdsharmayahoocom ps grover professor service duration november 1988 to may 2004 groverpshotmailcom vidya kulkarni associate professor service duration september 1984 to june 2012 kulkarnividyagmailcom sunil kumar muttoo professor mtech csdp iit kharagpur phd university of delhi skmuttoocsduacin drskmuttoogmailcom webpage httppeopleduacinskmuttoo pradyot kanti hazra associate professor be ete jadavpur university me cse jadavpur university pradyotkhazragmailcom useful linksuniversity of delhiwus health centreugcdstfist icssrsap cas dbtrtiquick linksdownloads available on du intranet onlydu formsdu academic calenderlist of holidayscontact us department of computer science faculty of mathematical sciences 1st floor new academic block university of delhi delhi 110007 india 911127667591 27667059 officecsduacinmapview larger map website development team site map copyright 2022 university of delhi
https://cs.du.ac.in/staff,staff department of computer science university of delhi   staff administrative staff technical staff mauji ramsenior assistant 91 9250199053 01127667591 extn 114 maujiramgmailcom devki rawattechnical assistant 01127667591 extn 115 labcsdugmailcom rajbir girioffice attendant 91 9718967030 goswamirajbir73gmailcom anand singhlaboratory assistant 91 9871569966 01127667591 extn 115 asinghcsdugmailcom shashi patwaljunior assistant cum typist on contract 01127667591 extn 110 officecsdugmailcom nishant baniwallaboratory attendant on contract 91 8447392537 01127667591 extn 116 nishantcsdugmailcom himani sainijunior assistant cum typist on contract 91 7838391066 01127667591 extn 109 officecsdugmailcom balkishanoffice attendant on contract 91 9717185928 balkishancsdugmailcom useful linksuniversity of delhiwus health centreugcdstfist icssrsap cas dbtrtiquick linksdownloads available on du intranet onlydu formsdu academic calenderlist of holidayscontact us department of computer science faculty of mathematical sciences 1st floor new academic block university of delhi delhi 110007 india 911127667591 27667059 officecsduacinmapview larger map website development team site map copyright 2022 university of delhi
https://cs.du.ac.in/infrastructure,infrastructure university of delhi   infrastructure infrastructure the department of computer science has two computer laboratories one seminar room and two lecture halls the labs are fully equipped with the latest hardware support and required opensource software there are 74 desktops hp and acer and 37 laptops hp and lenovo the labs are also equipped with lcd projectors and printing facilities lecture halls and seminar room are also equipped with desktop and lcd projector all the facilities alongwith faculty rooms and office are connected to the university intranet that provides national knowledge network nkn connectivity the libraries at university of delhi partner with the department of computer science to facilitate learning teaching and research the central science library csl is one of the largest science libraries in india it was established in 1981 and at present it has a collection of over 220000 volumes of books and periodicals the website of csl provides electronic subscription for approximately 27088 ejournals of national and international repute including ieee acm springer journals and proceedings desktops sno items quantity 1 hp desktops core 2 duo dx2480 intel processor 4 gb ram 320 gb hdd 185 tft monitor 03 2 acer desktops core 2 quad amd processor 2 gb ram 250 gb hdd 185 tft monitor 34 3 hp desktops intel core i74570 processor 4 gb ram 500 gb hdd 185 led lcd monitor 37 laptops sno items quantity 1 hp laptops g61003tx intel i5480 processor 4 gb ram 500 gb hdd 02 2 hp laptops probook 445s g1 amd processor 8 gb ram 320 gb hdd 30 3 lenovo thinkpad for pwd students only 05 projectors sno items quantity 1 lcd projector toshiba 02 2 lcd projector epson ebw29 05 printers sno items quantity 1 hp laserjet 3030 12 2 hp laserjet networking 5200n 01 3 hp laserjet 1005 mfp 01 4 hp laserjet pro m202dw 01
https://cs.du.ac.in/committees,committees department of computer science university of delhi   committees committees reconsitution of the composition of internal complaints committee icc of ministry of education maintenance of safe working environment for female employees at workplace office memorandum departmental committees pdf file admission committee convener members prof neelima gupta prof punam bedi prof vasudha bhatnagar dr vikas kumar dr bharti dr ankit rajpal dr kuldeep singh alumini activities committee convener members prof neelima gupta dr yogendra meena rajni dabas antiragging committee convener members prof neelima gupta dr yogendra meena mr mauji ram mr anand singh divya solanki mca 202023 shobhit singhal mca 202023 prateek jena msc cs 202022 rashmi mishra msc cs 202022 antismoking committee convener members prof neelima gupta mr mauji ram mr nishant baniwal divya solanki mca 202023 prateek jena msc cs 202022 committee of cleanliness convener members prof neelima gupta dr yogendra meena ms himani saini mr anand singh divya solanki mca 202023 shobhit singhal mca 202023 prateek jena msc cs 202022 rashmi mishra msc cs 202022 covid task force chairperson members prof neelima gupta dr ankit rajpal dr kuldeep singh mr mauji ram ms devki rawat delhi university computer science society convener members prof neelima gupta prof vasudha bhatnagar coordinator dr ankit rajpal dr kuldeep singh disciplineholi hooliganism prevention committee convener members prof neelima gupta prof punam bedi dr ankit rajpal dr kuldeep singh ms devki rawat mr mauji ram mr anand singh divya solanki mca 202023 shobhit singhal mca 202023 prateek jena msc cs 202022 rashmi mishra msc cs 202022 departmental committee dcm convener members prof neelima gupta prof naveen kumar on sabbatical prof vasudha bhatnagar dr vikas kumar dr bharti dr ankit rajpal dr kuldeep singh dr yogendra meena dr reena kasana library committee convener members prof neelima gupta prof punam bedi mr mauji ram mr nishant baniwal moderation committee for internal assessmentresult analysis convener members prof neelima gupta prof punam bedi prof vasudha bhatnagar dr ankit rajpal dr yogendra meena moderation committee for ugpg question papers convener members prof neelima gupta prof punam bedi prof vasudha bhatnagar dr vikas kumar dr bharti dr ankit rajpal dr kuldeep singh dr yogendra meena nodal officer for naac convener members prof punam bedi dr reena kasana dr kuldeep singh dr bharti placement committee convener members prof vasudha bhatnagar website committee convener members prof punam bedi dr bharti ms devki rawat divya solanki mca 202023 shobhit singhal mca 202023 prateek jena msc cs 202022 rashmi mishra msc cs 202022 infrastructure labclassroom committee convener members prof neelima gupta dr vikas kumar dr bharti dr ankit rajpal dr kuldeep singh dr yogendra meena student grievance committeenorth east student grievance committee convener members prof neelima gupta prof vasudha bhatnagar dr yogendra meena mr mauji ram ms devki rawat students skill development activities convener members prof vasudha bhatnagar dr reena kasana monthly research committee convener members prof neelima gupta dr vikas kumar dr bharti external funding agency like ugcdst project committee convener members prof punam bedi dr vikas kumar dr bharti dr kuldeep singh statutory committees committee of courses studies for undergraduate secretary members prof neelima gupta dr vikas kumar dr bharti dr sarabjeet kaur ip college du ms maulein pathak kmv du ms shikha badhani maitreyi coll du ms priti jagwani aryabhatta college ms bhavya ramanujan college ms sunita prashar st stephens college mr rakesh yadav shivaji college committee of postgraduate and honours courses secretary members prof neelima gupta dr vikas kumar dr bharti dr vibha gaur and college one assistantassociate professor from the colleges with more than 10 years of service dr richa gupta kmv one assistantassociate professor from the colleges with less than 10 years of service msc i year topper from bsc h computer science msc ii year topper from msc computer science i year mca ii year topper from mca i year departmental research committee secretary members prof neelima gupta prof shobhit mahajan department of physics astrophysics vc nominee prof naveen kumar prof punam bedi prof vasudha bhatnagar dr harmeet kaur hansraj college dr neeraj sharma rla college dr vikas kumar dr bharti dr ankit rajpal dr kuldeep singh dr yogendra meena purchase committee secretary members prof neelima gupta prof punam bedi prof vasudha bhatnagar dr ankit rajpal finance officers nominee archive 2020 departmental committees statutory committees
https://cs.du.ac.in/programmes/bsc,bsc h computer science department of computer science university of delhi  i
https://cs.du.ac.in/programmes/ug_syllabi,ug programmes syllabi department of computer science university of delhi   programmes ug programmes syllabi syllabus of undergraduate programmesdepartment of computer science bsc hons computer science programme wef 2019 wef 2015 bsc programme physical mathematical sciences wef 2019 wef 2015 ba programme discipline course in computer application wef 2019 wef 2015 general electives for hons nonhons programs wef 2019 wef 2015 scheme of exam notification ec resolution no 33 3310
https://cs.du.ac.in/nep,department of computer science university of delhi department of computer science university of delhi delhi india ug curriculum revision of computer science under nep ug curriculum revision of computer science under nep preamble the new curriculum of the four year undergraduate program under nep called as ugcf for computer science aims to develop the core competence in computing and problem solving amongst its graduates informally learning to learn has been the motto of the department since its inception the curriculum thus focuses on building theoretical foundations in computer science to enable its pupils to think critically when challenged with totally different and new problems it imbibes the following studentcentric features of nep 2020 flexibility to exit employability flexibility to choose research advance courses useful linksuniversity of delhiwus health centreugcdstfist icssrsap cas dbtrtiquick linksdownloads available on du intranet onlydu formsdu academic calenderlist of holidayscontact us department of computer science faculty of mathematical sciences 1st floor new academic block university of delhi delhi 110007 india 911127667591 27667059 officecsduacinmapview larger map website development team site map copyright 2022 university of delhi
https://cs.du.ac.in/programmes/ug_guidelines,guidelines department of computer science university of delhi   programmes guidelines guidelines of undergraduate programmes department of computer science guidelines for first semester undergraduate programme ug under nep 2022 dsc01 bschons dsc01 ba dsc01 physical sciences dsc02 ba prog dsc02 bschons ge1aprogramming ge1b programming bsc hons computer science programme wef 2019 bsc programme physical mathematical sciences wef 2019 ba programme discipline course in computer application wef 2019 general electives for hons nonhons programs wef 2019
